plant_id,plant_installation_date,plant_name,sector,state,city,area,user_id,user_name,user_mobile,user_email,wind_speed,wind_direction,wind_speed_category,wind_direction_category,generator_speed,installation_year,theoretical_power,power_output,product_type1_wind_turbine,product_type2_tower_structure,product_type3_power_inverter,product_type4_controller_unit,total_num_of_products,installation_type,installation_cost,total_cost,User_Advantage
P_009360,2021-05-23,Amravati Wind Farm X,Commercial,Maharashtra,Amravati,Urban,U_001076,Lopa Rawat,8754997145,lopar1982@yahoo.com,7.02,141,Light Breeze,South,15.23,2021,18.77,20.86,28,28,0,33,89,Professional,75000,14105000,profit
P_009361,2024-07-08,Rewa Wind Farm II,Industrial,Madhya Pradesh,Rewa,Rural,U_000339,Xavier Venkatesh,9541361218,xavierv1980@yahoo.com,5.59,253,Light Breeze,West,12.46,2024,18.94,8.72,26,26,31,28,111,Professional,75000,17005000,loss
P_009362,2024-06-10,Devi Ajmer Velocity Range,Government (MNRE),Rajasthan,Ajmer,Semi-Urban,U_000960,Faraj Iyer,7386328696,faraji1995@outlook.com,3.27,262,Light Breeze,West,15.5,2024,2.92,3.25,20,20,21,0,61,Professional,75000,10435000,profit
P_009363,2021-04-23,Madhya Updraft Operations,Industrial,Madhya Pradesh,Sagar,Urban,U_000301,Nihal Parmar,7091759002,nihal5375@hotmail.com,0.0,0,NA,NA,0.0,2021,0.0,0.0,0,21,24,22,67,Professional,75000,8805000,no_change
P_009364,2025-04-07,Maharashtra Motion Generation,Co-operative,Maharashtra,Nagpur,Urban,U_000740,Atharv Tiwari,8914780785,atharv_tiwari@gmail.com,4.36,338,Light Breeze,North,16.01,2025,4.43,4.92,22,22,0,25,69,Professional,75000,10985000,profit
P_009365,2024-08-27,Shimoga Wind Farm X,Co-operative,Karnataka,Shimoga,Rural,U_001145,Raghav Jain,8868573501,rjain55@gmail.com,5.06,206,Light Breeze,South,17.05,2024,5.17,5.74,14,14,19,16,63,Professional,75000,9565000,profit
P_009366,2025-08-06,Madhya Motion Point,Commercial,Madhya Pradesh,Chhindwara,Semi-Urban,U_000671,William Tiwari,8136125163,william.tiwari49@hotmail.com,4.29,264,Light Breeze,West,11.24,2025,2.73,1.55,8,8,8,13,37,Professional,75000,5485000,loss
P_009367,2023-07-14,Singrauli Wind Farm IX,Industrial,Madhya Pradesh,Singrauli,Semi-Urban,U_000431,Nathan Pawar,9279852894,npawar50@yahoo.com,7.75,234,Light Breeze,West,11.4,2023,12.99,14.43,27,27,28,27,109,Professional,75000,16875000,profit
P_009368,2021-11-16,Jai Mehsana Aero Base,Co-operative,Gujarat,Mehsana,Urban,U_001332,Agastya Prabhu,8054675308,agastya4649@hotmail.com,6.88,123,Light Breeze,East,14.88,2021,3.25,3.61,6,6,0,7,19,Professional,75000,3015000,profit
P_009369,2022-08-12,Telangana Pulse Zone,Commercial,Telangana,Siricilla,Rural,U_000351,Edhitha Rajput,7326956428,edhitha4641@yahoo.com,2.71,191,Calm,South,18.11,2022,1.03,1.15,7,7,9,10,33,Professional,75000,4925000,profit
P_009370,2024-02-05,Jay Ahmedabad Breeze Zone,Co-operative,Gujarat,Ahmedabad,Urban,U_000737,Hitesh Tripathi,8034822369,hitesht1984@outlook.com,9.13,228,Moderate,West,10.77,2024,16.64,18.49,26,26,30,29,111,Professional,75000,16975000,profit
P_009371,2025-10-15,Ongole Wind Farm VI,Private,Andhra Pradesh,Ongole,Semi-Urban,U_000882,Quincy Malhotra,7744160246,quincy.malhotra20@hotmail.com,6.95,61,Light Breeze,East,16.48,2025,13.06,14.51,26,26,26,0,78,Professional,75000,13390000,profit
P_009372,2023-05-14,Ponnani Wind Farm VI,Private,Kerala,Ponnani,Urban,U_000584,Samarth Nair,7756645570,samarth_nair@hotmail.com,11.8,29,Moderate,North,17.47,2023,12.86,14.29,8,8,13,12,41,Professional,75000,6055000,profit
P_009373,2024-11-13,Gujarat Cloud Reserve,Government (MNRE),Gujarat,Navsari,Rural,U_000797,Ojasvi Gupta,8149621740,ojasvig1980@hotmail.com,6.95,156,Light Breeze,South,14.74,2024,6.1,6.78,13,13,16,15,57,Self,0,4400000,profit
P_009374,2024-07-08,Kerala Flow Division,Government (MNRE),Kerala,Ponnani,Rural,U_000412,Arjun Shenoy,8977487212,arjuns1999@yahoo.com,11.28,265,Moderate,West,15.74,2024,49.46,54.95,23,23,27,24,97,Professional,75000,14905000,profit
P_009375,2024-11-28,Telangana Breath Unit,Co-operative,Telangana,Palwancha,Urban,U_000137,Bhavya Vyas,8750784379,vyas.bhavya736@outlook.com,13.38,6,Moderate,North,12.21,2024,21.03,23.37,14,14,15,0,43,Self,0,4120000,profit
P_009376,2024-07-18,Andhra Current Urja,Private,Andhra Pradesh,Tenali,Semi-Urban,U_000268,Eshana Tiwari,9786826671,eshana2691@yahoo.com,9.66,246,Moderate,West,12.47,2024,37.24,41.38,29,29,29,0,87,Professional,75000,14935000,profit
P_009377,2025-05-19,Punjab Motion Tower,Private,Punjab,Mohali,Semi-Urban,U_001500,Shivani Joshi,9191385726,shivani.joshi53@gmail.com,0.0,0,NA,NA,0.0,2025,0.0,0.0,0,10,10,14,34,Professional,75000,4370000,no_change
P_009378,2023-03-28,Shiv Udupi Prana Complex,Government (MNRE),Karnataka,Udupi,Semi-Urban,U_001271,Waida Garg,8830157383,waida.garg31@outlook.com,5.04,89,Light Breeze,East,16.77,2023,4.1,4.55,17,17,0,21,55,Professional,75000,8665000,profit
P_009379,2022-12-14,Gujarat Zephyr Base,Industrial,Gujarat,Kutch,Rural,U_000983,Sanya Kamat,7649737390,sanyak1985@outlook.com,5.58,296,Light Breeze,West,13.23,2022,8.79,9.77,26,26,28,26,106,Self,0,8440000,profit
P_009380,2024-11-09,Kerala Force Farm,Co-operative,Kerala,Alappuzha,Urban,U_000590,Tejas Majumdar,7448651343,tmajumdar99@yahoo.com,13.73,251,Moderate,West,14.82,2024,23.93,26.59,11,11,13,15,50,Professional,75000,7510000,profit
P_009381,2025-01-08,Bhilwara Wind Farm VII,Government (MNRE),Rajasthan,Bhilwara,Urban,U_000152,Andrew Mukherjee,8994187623,amukherjee18@outlook.com,0.0,0,NA,NA,0.0,2025,0.0,0.0,0,21,26,25,72,Self,0,3990000,no_change
P_009382,2025-06-25,Swami Bhilwara Storm Generation,Private,Rajasthan,Bhilwara,Semi-Urban,U_000689,Eshana Pundir,8668369551,e.pundir1987@hotmail.com,0.0,0,NA,NA,0.0,2025,0.0,0.0,0,25,27,27,79,Professional,75000,10355000,no_change
P_009383,2022-11-26,Pathankot Wind Farm III,Government (MNRE),Punjab,Pathankot,Urban,U_001044,Vedant More,9936364276,v.more1999@yahoo.com,5.23,317,Light Breeze,North,12.76,2022,2.3,2.56,7,7,11,12,37,Professional,75000,5405000,profit
P_009384,2025-11-08,Kerala Force Platform,Co-operative,Kerala,Perinthalmanna,Rural,U_000305,Shaurya Rao,8547245501,srao50@outlook.com,12.89,150,Moderate,South,11.38,2025,25.16,27.96,18,18,19,22,77,Professional,75000,11715000,profit
P_009385,2023-02-11,Gujarat Jetstream Station,Private,Gujarat,Navsari,Urban,U_000502,Chandani Pawar,9043077419,chandani.pawar83@hotmail.com,9.81,264,Moderate,West,14.11,2023,13.54,15.04,16,16,18,18,68,Professional,75000,10400000,profit
P_009386,2023-09-25,Karnataka Breeze Complex,Co-operative,Karnataka,Bellary,Urban,U_000541,Indrajit Chopra,8510888654,indrajit2037@outlook.com,9.99,199,Moderate,South,12.7,2023,24.46,27.18,28,28,28,32,116,Professional,75000,17780000,profit
P_009387,2025-12-15,Gujarat Sky Commons,Co-operative,Gujarat,Bharuch,Urban,U_000558,Rudra Ghosh,7070783719,rudra.ghosh71@outlook.com,7.26,206,Light Breeze,South,11.3,2025,2.28,2.53,6,0,10,6,22,Self,0,1680000,profit
P_009388,2021-11-20,Bholenath Valsad Whirl Infrastructure,Private,Gujarat,Valsad,Rural,U_000311,Oeshi Nikam,9766468547,oeshin1983@yahoo.com,10.45,153,Moderate,South,12.33,2021,32.01,35.57,30,30,30,32,122,Professional,75000,18810000,profit
P_009389,2025-10-04,Madhya Tempest Arena,Industrial,Madhya Pradesh,Singrauli,Rural,U_001095,Gauri Jain,9164312521,gjain19@hotmail.com,9.91,133,Moderate,East,13.44,2025,14.76,7.58,7,7,12,12,38,Professional,75000,5540000,loss
P_009390,2022-05-07,Balaji Tiruchirappalli Updraft Vidyut,Industrial,Tamil Nadu,Tiruchirappalli,Semi-Urban,U_000983,Sanya Kamat,7649737390,sanyak1985@outlook.com,6.82,87,Light Breeze,East,13.41,2022,9.14,10.16,21,21,21,21,84,Professional,75000,13020000,profit
P_009391,2023-11-27,Punjab Atmos Operations,Industrial,Punjab,Khanna,Semi-Urban,U_001312,Lohit Verma,7171360648,verma.lohit557@hotmail.com,5.77,194,Light Breeze,South,16.52,2023,7.05,7.83,17,17,0,19,53,Professional,75000,8455000,profit
P_009392,2024-08-22,Narayan Pathankot Pressure Division,Industrial,Punjab,Pathankot,Rural,U_000845,Ikshita Chakraborty,7545483152,chakraborty.ikshita792@outlook.com,5.89,253,Light Breeze,West,13.31,2024,14.15,15.72,28,28,33,28,117,Professional,75000,18035000,profit
P_009393,2024-03-28,Andhra Cirrus Generation,Co-operative,Andhra Pradesh,Eluru,Rural,U_000803,Abhiram Kazmi,7775210897,abhiram_kazmi@outlook.com,14.23,162,Strong,South,15.27,2024,17.37,19.3,8,8,9,0,25,Professional,75000,4255000,profit
P_009394,2021-11-01,Gandhinagar Wind Farm IV,Commercial,Gujarat,Gandhinagar,Rural,U_001197,Upadhriti Majumdar,7893357626,upadhriti5563@hotmail.com,13.99,44,Moderate,North,17.15,2021,61.26,68.07,22,0,0,24,46,Self,0,4020000,profit
P_009395,2023-12-04,Maharashtra Cyclone Base,Commercial,Maharashtra,Solapur,Rural,U_000182,Hredhaan Joshi,7503756110,h.joshi2005@outlook.com,6.34,279,Light Breeze,West,16.47,2023,12.17,13.52,30,30,33,33,126,Professional,75000,19320000,profit
P_009396,2025-09-11,Tamil Vayu Cluster,Private,Tamil Nadu,Tiruchirappalli,Rural,U_000974,Henry Singh,8041322332,henry_singh@yahoo.com,14.58,228,Strong,West,17.83,2025,31.1,34.55,12,12,15,16,55,Professional,75000,8265000,profit
P_009397,2023-11-14,Maharashtra Surge Plains,Private,Maharashtra,Parbhani,Semi-Urban,U_001299,Faraj Goel,9286943478,goel.faraj757@hotmail.com,11.96,163,Moderate,South,16.42,2023,29.84,33.16,21,21,25,24,91,Professional,75000,13875000,profit
P_009398,2023-03-04,Sri Ganganagar Wind Farm II,Government (MNRE),Rajasthan,Sri Ganganagar,Semi-Urban,U_000534,Theodore Biswas,8996960510,theodore4339@yahoo.com,8.09,7,Moderate,North,11.91,2023,8.51,9.46,15,15,20,20,70,Professional,75000,10500000,profit
P_009399,2023-11-09,Telangana Cirrus Ridge,Industrial,Telangana,Hyderabad,Rural,U_000548,Anika Varadarajan,9270049178,anika_varadarajan@outlook.com,8.94,310,Moderate,West,9.84,2023,9.5,10.56,17,17,18,0,52,Professional,75000,8890000,profit
P_009400,2023-08-23,Karnataka Aero Node,Government (MNRE),Karnataka,Belgaum,Semi-Urban,U_001296,Ekaraj Ansari,7671869015,ansari.ekaraj758@outlook.com,14.03,231,Strong,West,13.29,2023,23.87,26.52,16,16,20,21,73,Professional,75000,10985000,profit
P_009401,2023-09-27,Tamil Cumulus Division,Co-operative,Tamil Nadu,Tirunelveli,Urban,U_001382,Jeet Jindal,7328152323,jeet_jindal@hotmail.com,0.0,0,NA,NA,0.0,2023,0.0,0.0,0,0,0,0,0,Professional,75000,0,no_change
P_009402,2023-09-16,Maharashtra Cloud Cluster,Industrial,Maharashtra,Latur,Urban,U_001220,Henry Rawat,7449115746,henry_rawat@hotmail.com,12.25,211,Moderate,South,12.76,2023,31.51,35.01,22,22,27,24,95,Professional,75000,14525000,profit
P_009403,2023-02-28,Maa Ajmer Atmos Operations,Government (MNRE),Rajasthan,Ajmer,Urban,U_001132,Manan Nair,8714642960,nair.manan932@yahoo.com,5.15,131,Light Breeze,East,18.07,2023,7.58,8.42,20,20,25,23,88,Professional,75000,13390000,profit
P_009404,2023-03-04,Punjab Flow Grid,Co-operative,Punjab,Barnala,Semi-Urban,U_001159,Ganga Rawat,7649777585,grawat25@yahoo.com,10.32,65,Moderate,East,14.53,2023,13.58,15.09,11,11,11,16,49,Professional,75000,7345000,profit
P_009405,2025-01-15,Warangal Wind Farm VIII,Commercial,Telangana,Warangal,Semi-Urban,U_001385,Jalsa Chauhan,8977598539,jalsa4647@hotmail.com,10.1,309,Moderate,West,15.1,2025,26.92,29.91,23,23,24,25,95,Professional,75000,14605000,profit
P_009406,2024-03-27,Sri Perinthalmanna Anila Base,Industrial,Kerala,Perinthalmanna,Rural,U_001265,Warhi Goel,8805838984,warhi.goel4@gmail.com,10.58,266,Moderate,West,12.02,2024,28.94,32.15,27,0,27,30,84,Self,0,6570000,profit
P_009407,2025-03-08,Anand Wind Farm II,Industrial,Gujarat,Anand,Rural,U_000147,Nikita Prabhu,8207628245,nikita.prabhu60@hotmail.com,7.76,6,Light Breeze,North,18.9,2025,11.82,13.13,20,20,22,25,87,Professional,75000,13195000,profit
P_009408,2024-01-17,Vishnu Kochi Surge Commons,Government (MNRE),Kerala,Kochi,Semi-Urban,U_000784,Chakradev Sharma,7489161259,chakradevs1981@hotmail.com,18.02,208,Strong,South,17.91,2024,103.88,115.42,24,24,29,27,104,Professional,75000,15870000,profit
P_009409,2024-10-08,Adishakti Phagwara Sky Campus,Commercial,Punjab,Phagwara,Urban,U_000255,Samar Nair,9458954521,samarn1995@yahoo.com,8.43,316,Moderate,North,13.16,2024,14.63,6.66,12,12,12,16,52,Self,0,3960000,loss
P_009410,2024-12-08,Sangli Wind Farm VI,Co-operative,Maharashtra,Sangli,Semi-Urban,U_000208,Avi Mathur,9076590954,avi_mathur@gmail.com,6.61,317,Light Breeze,North,12.17,2024,18.72,10.11,20,20,0,25,65,Professional,75000,10225000,loss
P_009411,2022-08-02,Telangana Airflow Reserve,Government (MNRE),Telangana,Hyderabad,Rural,U_001202,Abhimanyu Chauhan,7433463404,abhimanyuc1987@hotmail.com,8.34,208,Moderate,South,19.38,2022,23.74,26.38,18,18,19,23,78,Professional,75000,11820000,profit
P_009412,2024-01-19,Rajpura Wind Farm IX,Co-operative,Punjab,Rajpura,Rural,U_000575,Yamini Ahmed,8464958569,yamini.ahmed7@gmail.com,12.42,207,Moderate,South,15.87,2024,61.65,68.5,30,30,0,33,93,Self,0,7890000,profit
P_009413,2024-05-06,Gujarat Flow Urja,Government (MNRE),Gujarat,Navsari,Rural,U_000029,Chaman Sharma,8119734455,chamans1981@hotmail.com,6.12,248,Light Breeze,West,16.23,2024,2.8,3.11,7,0,8,9,24,Professional,75000,3600000,profit
P_009414,2023-01-09,Indore Wind Farm II,Government (MNRE),Madhya Pradesh,Indore,Rural,U_001289,Bakhshi Rao,8079890729,bakhshi_rao@hotmail.com,6.28,321,Light Breeze,North,8.62,2023,20.15,7.08,26,26,29,29,110,Professional,75000,16840000,loss
P_009415,2024-02-14,Thiruvananthapuram Wind Farm X,Co-operative,Kerala,Thiruvananthapuram,Urban,U_000083,Aashi Khan,9201183071,aashi4810@hotmail.com,10.86,196,Moderate,South,11.9,2024,22.87,25.41,26,26,29,0,81,Professional,75000,13795000,profit
P_009416,2025-12-02,Kerala Atmos Circle,Private,Kerala,Kozhikode,Semi-Urban,U_000929,Pallavi Kapoor,8845446521,p.kapoor1998@outlook.com,7.58,332,Light Breeze,North,13.37,2025,3.61,4.01,7,0,11,10,28,Professional,75000,4110000,profit
P_009417,2023-09-14,Gujarat Vayu Center,Government (MNRE),Gujarat,Bhavnagar,Urban,U_000736,Brinda Vyas,9021812962,brindav1985@outlook.com,7.51,241,Light Breeze,West,13.91,2023,8.86,9.84,14,14,14,0,42,Professional,75000,7210000,profit
P_009418,2021-04-26,Kutch Wind Farm V,Commercial,Gujarat,Kutch,Rural,U_000548,Anika Varadarajan,9270049178,anika_varadarajan@outlook.com,8.75,9,Moderate,North,9.31,2021,12.92,14.35,26,26,29,31,112,Professional,75000,17050000,profit
P_009419,2021-10-21,Sant Srikakulam Spiral Estate,Commercial,Andhra Pradesh,Srikakulam,Rural,U_001369,Nisha Majumdar,8306120390,nisham1987@outlook.com,14.56,162,Strong,South,11.54,2021,26.41,29.34,15,15,16,17,63,Professional,75000,9645000,profit
P_009420,2022-05-09,Palwancha Wind Farm VI,Government (MNRE),Telangana,Palwancha,Semi-Urban,U_000059,Aachal Kumar,9687650729,aachal_kumar@outlook.com,7.14,112,Light Breeze,East,13.18,2022,13.88,15.42,27,27,29,0,83,Professional,75000,14175000,profit
P_009421,2025-03-18,Thalassery Wind Farm VII,Private,Kerala,Thalassery,Urban,U_001443,Garima Sabharwal,7216643120,garima_sabharwal@hotmail.com,9.67,210,Moderate,South,17.65,2025,13.28,14.75,12,12,12,12,48,Self,0,3840000,profit
P_009422,2022-12-13,Mahesh Kozhikode Flow Operations,Industrial,Kerala,Kozhikode,Urban,U_000081,Ekta Narayanan,7157570450,narayanan.ekta458@yahoo.com,0.0,0,NA,NA,0.0,2022,0.0,0.0,0,22,24,23,69,Professional,75000,9065000,no_change
P_009423,2024-02-14,Amba Thalassery Stream Node,Industrial,Kerala,Thalassery,Urban,U_001100,Samuel Kumar,8826714337,kumar.samuel236@gmail.com,10.82,195,Moderate,South,14.58,2024,28.89,32.1,29,29,32,29,119,Professional,75000,18385000,profit
P_009424,2023-11-21,Thalassery Wind Farm IX,Government (MNRE),Kerala,Thalassery,Rural,U_000467,Aadi Bisht,7131486668,a.bisht1991@outlook.com,10.93,138,Moderate,South,9.17,2023,24.28,26.98,30,30,33,30,123,Professional,75000,19005000,profit
P_009425,2025-06-10,Chennai Wind Farm VIII,Private,Tamil Nadu,Chennai,Urban,U_001230,Fiyaz Nigam,9830193931,fiyazn1993@outlook.com,9.25,186,Moderate,South,16.91,2025,21.91,24.34,19,19,24,23,85,Professional,75000,12875000,profit
P_009426,2024-06-07,Adilabad Wind Farm I,Government (MNRE),Telangana,Adilabad,Rural,U_000574,Urvashi Hegde,8139164525,u.hegde1985@gmail.com,21.83,242,Stormy,West,10.99,2024,180.34,82.4,23,23,26,24,96,Self,0,7570000,loss
P_009427,2021-02-02,Kapurthala Wind Farm V,Commercial,Punjab,Kapurthala,Urban,U_000750,Hardik Chatterjee,8432549423,hardik.chatterjee7@outlook.com,8.27,253,Moderate,West,12.57,2021,13.29,14.77,16,0,20,16,52,Professional,75000,7980000,profit
P_009428,2024-09-25,Latur Wind Farm V,Private,Maharashtra,Latur,Rural,U_001375,Charles Sanyal,9553729232,sanyal.charles668@yahoo.com,15.14,222,Strong,South,10.62,2024,64.74,71.93,23,0,0,24,47,Professional,75000,7695000,profit
P_009429,2023-02-26,Bangalore Wind Farm III,Industrial,Karnataka,Bangalore,Semi-Urban,U_001318,Nidra Salunkhe,7016128837,n.salunkhe1982@yahoo.com,11.87,153,Moderate,South,10.48,2023,21.41,23.79,17,17,22,18,74,Professional,75000,11320000,profit
P_009430,2022-12-10,Ujjain Wind Farm X,Co-operative,Madhya Pradesh,Ujjain,Semi-Urban,U_001163,Gopal Saxena,7084168186,gopal9757@outlook.com,6.04,127,Light Breeze,East,13.91,2022,11.31,12.57,28,0,31,0,59,Professional,75000,10485000,profit
P_009431,2024-10-23,Kottayam Wind Farm V,Commercial,Kerala,Kottayam,Semi-Urban,U_000545,Liam Gokhale,7810519838,gokhale.liam230@outlook.com,13.21,237,Moderate,West,11.31,2024,21.07,23.41,15,15,19,19,68,Professional,75000,10260000,profit
P_009432,2023-11-12,Balaji Chhindwara Monsoon Zone,Commercial,Madhya Pradesh,Chhindwara,Semi-Urban,U_001409,Naksh Sethi,9382726034,naksh_sethi@hotmail.com,8.99,177,Moderate,South,14.05,2023,13.57,15.08,22,22,26,0,70,Professional,75000,11870000,profit
P_009433,2023-04-24,Adishakti Namakkal Breath Ridge,Commercial,Tamil Nadu,Namakkal,Rural,U_000661,Baghyawati Desai,7928652957,baghyawati.desai18@hotmail.com,10.82,112,Moderate,East,16.4,2023,32.98,36.64,17,17,18,0,52,Professional,75000,8890000,profit
P_009434,2025-09-09,Jagannath Jaipur Cumulus Park,Commercial,Rajasthan,Jaipur,Semi-Urban,U_000916,Aarini Khanna,7187448604,aarinik1999@hotmail.com,5.15,203,Light Breeze,South,16.03,2025,9.32,10.36,22,22,24,27,95,Professional,75000,14435000,profit
P_009435,2022-05-07,Mahesh Batala Breath Reserve,Private,Punjab,Batala,Urban,U_000314,Harsh Sawant,7172497516,harsh_sawant@yahoo.com,0.0,0,NA,NA,0.0,2022,0.0,0.0,0,0,0,31,31,Professional,75000,3255000,no_change
P_009436,2022-12-19,Kerala Current Division,Private,Kerala,Koyilandy,Rural,U_001208,Jeet Rajput,8296941287,jrajput2@hotmail.com,11.0,273,Moderate,West,13.48,2022,63.04,32.67,29,29,31,32,121,Professional,75000,18565000,loss
P_009437,2024-11-22,Firozpur Wind Farm IX,Industrial,Punjab,Firozpur,Semi-Urban,U_000621,Hema Chopra,8035399688,hema.chopra41@yahoo.com,5.23,270,Light Breeze,West,16.06,2024,4.94,5.49,14,14,14,16,58,Professional,75000,8890000,profit
P_009438,2025-10-22,Indore Wind Farm VIII,Co-operative,Madhya Pradesh,Indore,Rural,U_000928,Finn Vyas,8892539343,f.vyas1977@outlook.com,10.78,150,Moderate,South,12.67,2025,20.33,22.59,27,27,29,28,111,Self,0,8790000,profit
P_009439,2023-09-14,Kochi Wind Farm II,Co-operative,Kerala,Kochi,Urban,U_000077,Rehaan Nigam,7442063549,r.nigam1986@yahoo.com,6.6,180,Light Breeze,South,15.74,2023,12.29,13.66,18,18,21,20,77,Professional,75000,11775000,profit
P_009440,2024-04-08,Kali Morbi Cumulus Division,Co-operative,Gujarat,Morbi,Rural,U_001422,Unni Sisodia,8356167082,unni.sisodia1@yahoo.com,4.65,75,Light Breeze,East,10.74,2024,2.02,2.24,13,13,14,15,55,Self,0,4280000,profit
P_009441,2025-09-11,Pollachi Wind Farm V,Government (MNRE),Tamil Nadu,Pollachi,Semi-Urban,U_001180,Maanas Subramanian,8218181301,subramanian.maanas508@hotmail.com,6.81,226,Light Breeze,West,12.96,2025,11.55,12.83,25,25,27,0,77,Self,0,7370000,profit
P_009442,2023-06-22,Swami Tirupati Drift Base,Private,Andhra Pradesh,Tirupati,Semi-Urban,U_000015,Nandini Grover,7959693885,nandini.grover78@outlook.com,5.99,203,Light Breeze,South,9.15,2023,23.78,8.38,28,28,29,0,85,Professional,75000,14555000,loss
P_009443,2023-09-03,Telangana Storm Generation,Commercial,Telangana,Ramagundam,Rural,U_000606,Maanav Parmar,7378975844,maanav_parmar@outlook.com,6.59,223,Light Breeze,South,15.61,2023,3.4,3.78,6,6,9,11,32,Professional,75000,4650000,profit
P_009444,2024-07-06,Maa Payyanur Drift Complex,Commercial,Kerala,Payyanur,Rural,U_000718,Tanvi Kulkarni,8280964277,tanvi3220@gmail.com,6.19,204,Light Breeze,South,13.15,2024,11.41,12.68,22,22,25,25,94,Self,0,7310000,profit
P_009445,2022-05-26,Venkatesh Morena TradeWind Park,Industrial,Madhya Pradesh,Morena,Rural,U_000719,Oviya Prabhu,8180935767,oprabhu70@gmail.com,0.0,0,NA,NA,0.0,2022,0.0,0.0,0,6,6,9,21,Professional,75000,2685000,no_change
P_009446,2024-06-23,Rajasthan Tornado Commons,Industrial,Rajasthan,Sri Ganganagar,Semi-Urban,U_000717,Hamsini Iyer,7496214606,hamsini.iyer77@hotmail.com,10.03,248,Moderate,West,11.63,2024,12.32,13.69,18,18,18,21,75,Self,0,5850000,profit
P_009447,2025-08-27,Bhavani Rajahmundry Prana Site,Industrial,Andhra Pradesh,Rajahmundry,Rural,U_001315,Ishaan Sisodia,8253756255,ishaan_sisodia@hotmail.com,16.49,256,Strong,West,12.65,2025,17.38,19.31,6,6,9,11,32,Professional,75000,4650000,profit
P_009448,2022-12-20,Telangana Cirrus Platform,Government (MNRE),Telangana,Kamareddy,Rural,U_001494,Harini Kamat,8806954444,harini5093@yahoo.com,9.32,288,Moderate,West,17.29,2022,35.94,39.93,28,28,31,33,120,Professional,75000,18290000,profit
P_009449,2025-09-01,Mohali Wind Farm VIII,Government (MNRE),Punjab,Mohali,Rural,U_000592,Upma Rizvi,7773038240,upma5831@outlook.com,6.45,206,Light Breeze,South,14.12,2025,13.29,8.49,16,16,16,19,67,Professional,75000,10235000,loss
P_009450,2025-12-26,Venkatesh Udaipur Gale Facility,Government (MNRE),Rajasthan,Udaipur,Semi-Urban,U_000533,Siya Deshpande,9810839771,siyad1997@yahoo.com,8.15,252,Moderate,West,13.31,2025,19.7,21.89,23,23,23,26,95,Professional,75000,14575000,profit
P_009451,2024-07-09,Andhra Samir Zone,Commercial,Andhra Pradesh,Visakhapatnam,Urban,U_000123,Girik Pillai,9374040832,pillai.girik396@hotmail.com,11.11,240,Moderate,West,15.38,2024,9.65,10.72,6,0,6,8,20,Professional,75000,3000000,profit
P_009452,2022-06-22,Vitthal Kamareddy Flow Arena,Industrial,Telangana,Kamareddy,Rural,U_001300,Xavier Solanki,8002571281,xavier9789@hotmail.com,8.07,188,Moderate,South,12.08,2022,5.55,6.17,7,7,10,11,35,Professional,75000,5165000,profit
P_009453,2024-12-26,Tamil Anila Installation,Commercial,Tamil Nadu,Thoothukudi,Urban,U_001305,Gopal Malik,7166181172,gopal.malik74@yahoo.com,8.17,161,Moderate,South,10.5,2024,5.76,6.4,9,9,13,11,42,Professional,75000,6330000,profit
P_009454,2024-03-10,Ujjain Wind Farm VII,Private,Madhya Pradesh,Ujjain,Semi-Urban,U_000530,Sudiksha Tripathi,8812531212,stripathi79@yahoo.com,0.0,0,NA,NA,0.0,2024,0.0,0.0,0,11,13,15,39,Self,0,2110000,no_change
P_009455,2024-03-10,Shiv Udupi Pulse Circle,Co-operative,Karnataka,Udupi,Semi-Urban,U_001398,Azad Majumdar,7716475353,majumdar.azad777@yahoo.com,12.82,18,Moderate,North,16.18,2024,8.98,9.98,6,6,8,9,29,Professional,75000,4305000,profit
P_009456,2024-08-12,Maharashtra Cirrus Installation,Government (MNRE),Maharashtra,Dhule,Rural,U_001276,Neha Srivastava,8550758080,srivastava.neha271@outlook.com,2.0,238,Calm,West,13.39,2024,1.73,1.92,29,29,32,0,90,Professional,75000,15340000,profit
P_009457,2025-05-24,Kerala Breeze Terminal,Commercial,Kerala,Kottayam,Semi-Urban,U_000813,Laban Garg,8184911971,laban.garg53@gmail.com,6.69,172,Light Breeze,South,14.36,2025,18.54,10.96,20,20,21,24,85,Professional,75000,12955000,loss
P_009458,2024-11-27,Jagannath Neyyattinkara Cirrus Cluster,Government (MNRE),Kerala,Neyyattinkara,Urban,U_000052,Oviya Roy,8686485925,oviya_roy@hotmail.com,0.0,0,NA,NA,0.0,2024,0.0,0.0,0,27,29,32,88,Self,0,4860000,no_change
P_009459,2024-09-20,Bellary Wind Farm I,Private,Karnataka,Bellary,Rural,U_001023,Faris Gupta,8551152964,f.gupta1991@gmail.com,9.94,187,Moderate,South,9.26,2024,18.2,20.22,25,25,25,29,104,Self,0,8120000,profit
P_009460,2024-07-24,Rajsamand Wind Farm VII,Government (MNRE),Rajasthan,Rajsamand,Rural,U_001070,Lavanya Ganguly,7628086050,ganguly.lavanya281@gmail.com,0.0,0,NA,NA,0.0,2024,0.0,0.0,0,12,16,12,40,Professional,75000,5280000,no_change
